Label,Name,Text
6,Letord Let.7, The Letord (sometimes written as Letort) Let.7 was a military aircraft produced in France during the First World War as a long-range reconnaissance aircraft bomber and bomber escort. They were biplanes of unequal span with prominent and characteristic negative stagger on their wings. They were powered by twin engines mounted on short struts on the lower wing in tractor configuration and had fixed tailskid undercarriage.
4,Mick Murphy (Tipperary hurler), Michael 'Mick' Murphy (born 1940) is a former Irish sportsperson. He played senior hurling with Tipperary from 1960 until 1964.
13,Mull Kireedom, Mull Kireedom is a Malayalam language film. It was released in 1968.
3,Tran Bich San (US writer), Trần Gia Thái pen name Trần Bích San (born October 10 1940 in Nam Dinh Vietnam) is a Vietnamese writer.
6,3I Sky Arrow, The Sky Arrow is a tandem seat pusher configuration high wing and carbon fibre light aircraft that was manufactured by 3I (Iniziative Industriali Italiane). With only 16½ inches of hip room the aircraft is considered open due to a large amount of unobstructed view from the large canopy rear engine and seating positions ahead of the wing.3I entered bankruptcy proceedings in 2008 and in 2012 the design was purchased by Magnaghi Aeronautica of Naples Italy.
2,CK College of Engineering and Technology, CK College of Engineering and Technology is a college of engineering and technology located in Cuddalore Tamil Nadu India. It is a public institution and was established in 2002. The college's chairman is C. K. Ranganathan and its director is D. Chandrasekaran.
9,Stypin, Stypin [ˈstɨpin] is a village in the administrative district of Gmina Babiak within Koło County Greater Poland Voivodeship in west-central Poland. It lies approximately 11 kilometres (7 mi) east of Babiak 21 km (13 mi) north-east of Koło and 130 km (81 mi) east of the regional capital Poznań.
5,Wojciech Jaruzelski, Wojciech Witold Jaruzelski (Polish: [ˈvɔi̯t͡ɕɛx jaruˈzɛlskʲi] ; born 6 July 1923) is a retired Polish military officer and communist politician. He was the last communist leader of Poland from 1981 to 1989 Prime Minister from 1981 to 1985 and the country's head of state from 1985 to 1990. He was also the last commander-in-chief of the Polish People's Army (LWP). He resigned from power after the Polish Round Table Agreement in 1989 that led to democratic elections in Poland.
2,International School of Belgrade, The International School of Belgrade is an independent co-educational international school in Belgrade Serbia located in the neighborhood of Senjak. It was founded in 1948 by the wife of the British Ambassador. In 2005 ISB joined the IB school system.ISB follows the International Baccalaureate curriculum with IB programs offered from Kindergarten to Grade 12.
5,Mark Kimmitt, Mark Traecey Patrick Kimmitt (born 21 June 1954) was the 16th Assistant Secretary of State for Political-Military Affairs serving under George W. Bush from August 2008 to January 2009. Prior to joining the State Department he was a Brigadier General in the United States Army and served as the Deputy Assistant Secretary of Defense for Middle East.
8,Tass River, The Tass River is a river of the West Coast Region of New Zealand's South Island. It flows predominantly northeast from its origins in the Southern Alps east of Lake Hochstetter reaching the Upper Grey River clse to the southern tip of the Victoria Forest Park.
13,Sexo amor y otras perversiones, Sexo amor y otras perversiones (Spanish for Sex love and other perversions) is a 2006 Mexican film made up of eight short films directed by the renowned Mexican film directors:Carlos Carrera (segment Barbacoa de Chivo)Daniel GruenerGustavo LozaCarolina RiveraMaría Fernanda SuarezGerardo TortÁngel Flores Torres (segment Recompensa)Javier 'Fox' Patrón (segment El Auto)Carlos Sariñana (segment A una Mujer Decente)
5,William A. Chanler, William Astor Willie Chanler Sr. (June 11 1867 – March 4 1934) was a soldier explorer and politician who served as U.S. Representative from New York. He was third son of John Winthrop Chanler (1826–1877) of the Dudley–Winthrop family and Margaret Astor Ward (1838–1875) of the Astor family. Through his father he was a great-great-grandson of Peter Stuyvesant and a great-great-great-great-grandson of Wait Winthrop and Joseph Dudley.
1,PrivatAir, PrivatAir is a private airline business headquartered at Geneva International Airport in Meyrin Switzerland and has 333 employees. Its clients include royalty celebrities and captains of industry as well as other international airlines.
3,Steve Gaines, Steven Earl Gaines (September 14 1949 – October 20 1977) was an American musician. He is most well known as a guitarist and songwriter for southern rock band Lynyrd Skynyrd and is the younger brother of Cassie Gaines who was also a member of the band.
3,Phyllis Eisenstein, Phyllis Eisenstein (born 1946) is an American author of science fiction and fantasy short stories and novels whose work has been nominated for multiple Hugo Awards and Nebula Awards. She is a friend of author George R. R. Martin who dedicated A Storm of Swords to her for convincing him to include dragons in A Song of Ice and Fire.
5,Ellis Morningstar, Ellis Price Morningstar (November 25 1926 – February 28 1982) was a Canadian politician. He served in the Legislative Assembly of Ontario from 1951 until 1975 as the Member of Provincial Parliament for the riding of Welland.
2,Hobe Sound Bible College, Hobe Sound Bible College is a Christian college in Hobe Sound Florida United States located 25 miles north of West Palm Beach Florida east of U.S. Route 1. It is a part of the conservative holiness movement.
14,To Your Scattered Bodies Go, To Your Scattered Bodies Go (1971) is a science fiction novel and the first book in the Riverworld series of books by Philip José Farmer. It won a Hugo Award for Best Novel in 1972 at the 30th Worldcon. The title is derived from the 7th of the Holy Sonnets by English poet John Donne:At the round earth's imagin'd corners blowYour trumpets angels and arise ariseFrom death you numberless infinitiesOf souls and to your scattered bodies go.↑
1,SCE Bend Studio, Bend Studio is an American video game developer located in Bend Oregon. It was founded in 1994 as Eidetic and was purchased by Sony Computer Entertainment America in 2000. The studio is best known for developing the Syphon Filter series. Before developing Syphon Filter they developed Bubsy 3D for the PlayStation. Bend Studio operates as a part of SCE Worldwide Studios.
5,Arnold Naimark, Arnold Naimark OC OM FRSC (born August 24 1933) is a Canadian physician academic and former President of the University of Manitoba.
11,Fritillaria meleagris, Fritillaria meleagris is a species of flowering plant in the family Liliaceae. Its common names include snake's head fritillary snake's head (the original English name) chess flower frog-cup guinea-hen flower leper lily (because its shape resembled the bell once carried by lepers) Lazarus bell checkered lily or in northern Europe simply fritillary.
4,Mike Hawkins (cornerback), Michael Hawkins (born July 15 1983 in Dallas Texas) is an American football cornerback who is currently a free agent. He was signed by the Dallas Desperados in 2004 and drafted by the Green Bay Packers in the fifth round of the 2005 NFL Draft. He played college football at Oklahoma.Hawkins has been a member of the Cleveland Browns Minnesota Vikings Dallas Cowboys Tampa Bay Buccaneers and Oakland Raiders.
1,UDcast, UDcast was a company that provided products for Internet Protocol (IP) over broadcast media. It developed technology for IP networks over satellite and servers to provide television on mobile networks.
